单位配置ID;单位名称;单位描述;单位配置ID;单位名称;单位描述;模型;图标;类型;类别;分类1;分类2;分类3;星级;攻击（技能）;可视范围;人工智能;基础属性（json）;升级属性;强化属性+1;强化属性+2;强化属性+3;强化属性+4;强化属性+5;装备;技能
200080;hero_name_0080;hero_desc_0080;200080;hero_name_0080;hero_desc_0080;Snowgirl;icon_role_0080;1;1;6;1;2;1;300001;30;HeroBrain;{"hp":289,"mp":0, "maxHp":289,"maxMp":100,"damage":33,"defend":21,"magicDamage":18,"magicDefend":13,"critValue":26,"dodgeValue":26,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":79};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
200081;hero_name_0081;hero_desc_0081;200081;hero_name_0081;hero_desc_0081;Redghost;icon_role_0081;1;1;4;1;1;5;300001;30;HeroBrain;{"hp":456,"mp":0, "maxHp":456,"maxMp":100,"damage":40,"defend":31,"magicDamage":75,"magicDefend":54,"critValue":29,"dodgeValue":29,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":80};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100001,100002,100003,100004,100005,100006]],[2,[100007,100008,100009,100010,100011,100012]],[3,[100013,100014,100015,100001,100001,100001]],[4,[100001,1000001,1000001,100001,100001,100001]],[5,[100001,1000001,1000001,100001,100001,100001]],[6,[100001,1000001,1000001,100001,100001,100001]],[7,[100001,1000001,1000001,100001,100001,100001]],[8,[100001,1000001,1000001,100001,100001,100001]],[9,[100001,1000001,1000001,100001,100001,100001]],[10,[100001,1000001,1000001,100001,100001,100001]]];[300001,310081,0,0,0]
200082;hero_name_0082;hero_desc_0082;200082;hero_name_0082;hero_desc_0082;Skull;icon_role_0082;1;1;4;1;2;1;300001;30;HeroBrain;{"hp":464,"mp":0, "maxHp":464,"maxMp":100,"damage":21,"defend":23,"magicDamage":18,"magicDefend":14,"critValue":13,"dodgeValue":13,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":81};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
200083;hero_name_0083;hero_desc_0083;200083;hero_name_0083;hero_desc_0083;Humanely;icon_role_0083;1;1;4;2;1;1;300001;30;HeroBrain;{"hp":259,"mp":0, "maxHp":259,"maxMp":100,"damage":33,"defend":20,"magicDamage":20,"magicDefend":15,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":82};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100001,100002,100003,100004,100005,100006]],[2,[100007,100008,100009,100010,100011,100012]],[3,[100013,100014,100015,100001,100001,100001]],[4,[100001,1000001,1000001,100001,100001,100001]],[5,[100001,1000001,1000001,100001,100001,100001]],[6,[100001,1000001,1000001,100001,100001,100001]],[7,[100001,1000001,1000001,100001,100001,100001]],[8,[100001,1000001,1000001,100001,100001,100001]],[9,[100001,1000001,1000001,100001,100001,100001]],[10,[100001,1000001,1000001,100001,100001,100001]]];[300001,0,0,0,0]
200084;hero_name_0084;hero_desc_0084;200084;hero_name_0084;hero_desc_0084;Amanojaku;icon_role_0084;1;1;4;2;3;4;300002;30;HeroBrain;{"hp":398,"mp":0, "maxHp":398,"maxMp":100,"damage":55,"defend":32,"magicDamage":32,"magicDefend":23,"critValue":46,"dodgeValue":46,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":83};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100121,100122,100123,100124,100125,100126]],[2,[100127,100128,100129,100130,100131,100132]],[3,[100133,100134,100135,100136,100137,100138]],[4,[100139,100140,100141,100142,100143,100144]],[5,[100145,100146,100147,100148,100149,100150]],[6,[100151,100152,100153,100154,100155,100156]],[7,[100157,100158,100159,100160,100161,100162]],[8,[100163,100164,100165,100166,100167,100168]],[9,[100169,100170,100171,100172,100173,100174]],[10,[100175,100176,100177,100178,100179,100180]]];[300002,310084,0,0,0]
200085;hero_name_0085;hero_desc_0085;200085;hero_name_0085;hero_desc_0085;Snowgirl;icon_role_0085;1;1;4;3;2;1;300001;30;HeroBrain;{"hp":255,"mp":0, "maxHp":255,"maxMp":100,"damage":33,"defend":20,"magicDamage":19,"magicDefend":13,"critValue":27,"dodgeValue":27,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":84};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
200086;hero_name_0086;hero_desc_0086;200086;hero_name_0086;hero_desc_0086;Ctm;icon_role_0086;1;1;4;2;1;2;300001;30;HeroBrain;{"hp":297,"mp":0, "maxHp":297,"maxMp":100,"damage":40,"defend":24,"magicDamage":24,"magicDefend":17,"critValue":34,"dodgeValue":34,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":85};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100001,100002,100003,100004,100005,100006]],[2,[100007,100008,100009,100010,100011,100012]],[3,[100013,100014,100015,100001,100001,100001]],[4,[100001,1000001,1000001,100001,100001,100001]],[5,[100001,1000001,1000001,100001,100001,100001]],[6,[100001,1000001,1000001,100001,100001,100001]],[7,[100001,1000001,1000001,100001,100001,100001]],[8,[100001,1000001,1000001,100001,100001,100001]],[9,[100001,1000001,1000001,100001,100001,100001]],[10,[100001,1000001,1000001,100001,100001,100001]]];[300001,0,0,0,0]
200087;hero_name_0087;hero_desc_0087;200087;hero_name_0087;hero_desc_0087;Snowgirl;icon_role_0087;1;1;4;2;4;3;300002;30;HeroBrain;{"hp":336,"mp":0, "maxHp":336,"maxMp":100,"damage":45,"defend":27,"magicDamage":29,"magicDefend":21,"critValue":38,"dodgeValue":38,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":86};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100181,100122,100123,100124,100125,100126]],[2,[100182,100128,100129,100130,100131,100132]],[3,[100183,100134,100135,100136,100137,100138]],[4,[100184,100140,100141,100142,100143,100144]],[5,[100185,100146,100147,100148,100149,100150]],[6,[100186,100152,100153,100154,100155,100156]],[7,[100187,100158,100159,100160,100161,100162]],[8,[100188,100164,100165,100166,100167,100168]],[9,[100189,100170,100171,100172,100173,100174]],[10,[100190,100176,100177,100178,100179,100180]]];[300002,0,0,0,0]
200088;hero_name_0088;hero_desc_0088;200088;hero_name_0088;hero_desc_0088;Redhair;icon_role_0088;1;1;4;1;4;2;300002;30;HeroBrain;{"hp":294,"mp":0, "maxHp":294,"maxMp":100,"damage":23,"defend":19,"magicDamage":43,"magicDefend":31,"critValue":16,"dodgeValue":16,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":87};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100181,100122,100123,100124,100125,100126]],[2,[100182,100128,100129,100130,100131,100132]],[3,[100183,100134,100135,100136,100137,100138]],[4,[100184,100140,100141,100142,100143,100144]],[5,[100185,100146,100147,100148,100149,100150]],[6,[100186,100152,100153,100154,100155,100156]],[7,[100187,100158,100159,100160,100161,100162]],[8,[100188,100164,100165,100166,100167,100168]],[9,[100189,100170,100171,100172,100173,100174]],[10,[100190,100176,100177,100178,100179,100180]]];[300002,310088,0,0,0]
200089;hero_name_0089;hero_desc_0089;200089;hero_name_0089;hero_desc_0089;Snowgirl;icon_role_0089;1;1;4;1;2;4;300001;30;HeroBrain;{"hp":801,"mp":0, "maxHp":801,"maxMp":100,"damage":38,"defend":41,"magicDamage":31,"magicDefend":24,"critValue":24,"dodgeValue":24,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":88};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
200090;hero_name_0090;hero_desc_0090;200090;hero_name_0090;hero_desc_0090;MatsukiDouko;icon_role_0090;1;1;4;2;1;4;300001;30;HeroBrain;{"hp":809,"mp":0, "maxHp":809,"maxMp":100,"damage":37,"defend":41,"magicDamage":32,"magicDefend":25,"critValue":24,"dodgeValue":24,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":89};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100001,100002,100003,100004,100005,100006]],[2,[100007,100008,100009,100010,100011,100012]],[3,[100013,100014,100015,100001,100001,100001]],[4,[100001,1000001,1000001,100001,100001,100001]],[5,[100001,1000001,1000001,100001,100001,100001]],[6,[100001,1000001,1000001,100001,100001,100001]],[7,[100001,1000001,1000001,100001,100001,100001]],[8,[100001,1000001,1000001,100001,100001,100001]],[9,[100001,1000001,1000001,100001,100001,100001]],[10,[100001,1000001,1000001,100001,100001,100001]]];[300001,0,0,0,0]
200091;hero_name_0091;hero_desc_0091;200091;hero_name_0091;hero_desc_0091;Snowgirl;icon_role_0091;1;1;4;1;2;1;300001;30;HeroBrain;{"hp":502,"mp":0, "maxHp":502,"maxMp":100,"damage":23,"defend":25,"magicDamage":19,"magicDefend":14,"critValue":14,"dodgeValue":14,"speed":2.5,"attackSpeed":1,"turnSpeed":365,"rangeVisible":10};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":90};{"hp":40,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":0};{"hp":42,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":1};{"hp":44,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":2};{"hp":46,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":3};{"hp":48,"mp":0, "maxHp":40,"maxMp":0,"damage":3,"defend":2,"magicDamage":3,"magicDefend":2,"critValue":2,"dodgeValue":2,"speed":0,"attackSpeed":0,"turnSpeed":0,"rangeVisible":4};[[1,[100061,100062,100063,100064,100065,100066]],[2,[100067,100068,100069,100070,100071,100072]],[3,[100073,100074,100075,100076,100077,100078]],[4,[100079,100080,100081,100082,100083,100084]],[5,[100085,100086,100087,100088,100089,100090]],[6,[100091,100092,100093,100094,100095,100096]],[7,[100097,100098,100099,100100,100101,100102]],[8,[100103,100104,100105,100106,100107,100108]],[9,[100109,100110,100111,100112,100113,100114]],[10,[100115,100116,100117,100118,100119,100120]]];[300001,0,0,0,0]
